tool_iomadpolicy|nopermissiontoagreedocsbehalf|No permission to agree to the policies on behalf of this user
tool_iomadpolicy|nopermissiontoagreedocsbehalf_desc|Sorry, you do not have the required permission to agree to the following policies on behalf of {$a}:
tool_iomadpolicy|nopermissiontoagreedocscontact|For further assistance, please contact
tool_iomadpolicy|nopermissiontoviewiomadpolicyversion|You do not have permissions to view this policy version.
tool_iomadpolicy|nopolicies|There are no policies for registered users with an active version.
tool_iomadpolicy|selectiomadpolicyandversion|Use the filter above to select policy and/or version
tool_iomadpolicy|steppolicies|Policy {$a->numiomadpolicy} out of {$a->totalpolicies}
tool_iomadpolicy|pluginname|IOMAD Policies
tool_iomadpolicy|policiesagreements|Policies and agreements
tool_iomadpolicy|importiomadpolicy|Import polices from tool_policy
tool_iomadpolicy|iomadpolicy:accept|Agree to the policies
tool_iomadpolicy|iomadpolicy:acceptbehalf|Give consent for policies on someone else's behalf
tool_iomadpolicy|iomadpolicy:managedocs|Manage policies
tool_iomadpolicy|iomadpolicy:viewacceptances|View user agreement reports
tool_iomadpolicy|iomadpolicydocaudience|User consent
tool_iomadpolicy|iomadpolicydocaudience0|All users
tool_iomadpolicy|iomadpolicydocaudience1|Authenticated users
tool_iomadpolicy|iomadpolicydocaudience2|Guests
tool_iomadpolicy|iomadpolicydoccontent|Full policy
tool_iomadpolicy|iomadpolicydochdriomadpolicy|Policy
tool_iomadpolicy|iomadpolicydochdrversion|Document version
tool_iomadpolicy|iomadpolicydocname|Name
tool_iomadpolicy|iomadpolicydocoptional|Agreement optional
tool_iomadpolicy|iomadpolicydocoptionalyes|Optional
tool_iomadpolicy|iomadpolicydocoptionalno|Compulsory
tool_iomadpolicy|iomadpolicydocrevision|Version
tool_iomadpolicy|iomadpolicydocsummary|Summary
tool_iomadpolicy|iomadpolicydocsummary_help|This text should provide a summary of the policy, potentially in a simplified and easily accessible form, using clear and plain language.
tool_iomadpolicy|iomadpolicydoctype|Type
tool_iomadpolicy|iomadpolicydoctype0|Site policy
tool_iomadpolicy|iomadpolicydoctype1|Privacy policy
tool_iomadpolicy|iomadpolicydoctype2|Third parties policy
tool_iomadpolicy|iomadpolicydoctype99|Other policy
tool_iomadpolicy|iomadpolicydocuments|Policy documents
tool_iomadpolicy|iomadpolicynamedversion|Policy {$a->name} (version {$a->revision} - {$a->id})
tool_iomadpolicy|iomadpolicypriorityagreement|Show policy before showing other policies
tool_iomadpolicy|iomadpolicyversionacceptedinbehalf|Consent for this policy has been given on your behalf.
tool_iomadpolicy|iomadpolicyversionacceptedinotherlang|Consent for this policy version has been given in a different language.
tool_iomadpolicy|previousversions|{$a} previous versions
tool_iomadpolicy|privacy:metadata:acceptances|Information about policy agreements made by users.
tool_iomadpolicy|privacy:metadata:acceptances:iomadpolicyversionid|The version of the policy for which consent was given.
tool_iomadpolicy|privacy:metadata:acceptances:userid|The user for whom this policy agreement relates to.
tool_iomadpolicy|privacy:metadata:acceptances:status|The status of the agreement.
tool_iomadpolicy|privacy:metadata:acceptances:lang|The language used to display the policy when consent was given.
tool_iomadpolicy|privacy:metadata:acceptances:usermodified|The user who gave consent for the policy, if made on behalf of another user.
tool_iomadpolicy|privacy:metadata:acceptances:timecreated|The time when the user agreed to the policy.
tool_iomadpolicy|privacy:metadata:acceptances:timemodified|The time when the user updated their agreement.
tool_iomadpolicy|privacy:metadata:acceptances:note|Any comments added by a user when giving consent on behalf of another user.
tool_iomadpolicy|privacy:metadata:subsystem:corefiles|The policy tool stores files included in the summary and full policy.
tool_iomadpolicy|privacy:metadata:versions|Policy version information.
tool_iomadpolicy|privacy:metadata:versions:name|The name of the policy.
tool_iomadpolicy|privacy:metadata:versions:type|Policy type.
tool_iomadpolicy|privacy:metadata:versions:audience|The type of users required to give their consent.
tool_iomadpolicy|privacy:metadata:versions:archived|The policy status (active or inactive).
tool_iomadpolicy|privacy:metadata:versions:usermodified|The user who modified the policy.
tool_iomadpolicy|privacy:metadata:versions:timecreated|The time that this version of the policy was created.
tool_iomadpolicy|privacy:metadata:versions:timemodified|The time that this version of the policy was updated.
tool_iomadpolicy|privacy:metadata:versions:iomadpolicyid|The policy that this version is associated with.
tool_iomadpolicy|privacy:metadata:versions:revision|The revision name of this version of the policy.
tool_iomadpolicy|privacy:metadata:versions:summary|The summary of this version of the policy.
tool_iomadpolicy|privacy:metadata:versions:summaryformat|The format of the summary field.
tool_iomadpolicy|privacy:metadata:versions:content|The content of this version of the policy.
tool_iomadpolicy|privacy:metadata:versions:contentformat|The format of the content field.
tool_iomadpolicy|privacysettings|Privacy settings
tool_iomadpolicy|readiomadpolicy|Please read our {$a}
tool_iomadpolicy|refertofulliomadpolicytext|Please refer to the full {$a} if you would like to review the text.
tool_iomadpolicy|response|Response
tool_iomadpolicy|responseby|Respondent
tool_iomadpolicy|responseon|Date
tool_iomadpolicy|revokeacknowledgement|I acknowledge that I have received a request to withdraw consent on behalf of the above user(s).
tool_iomadpolicy|save|Save
tool_iomadpolicy|saveasdraft|Save as draft
tool_iomadpolicy|selectuser|Select user {$a}
tool_iomadpolicy|selectusersforconsent|Select users to give consent on behalf of.
tool_iomadpolicy|settodraft|Create a new draft
tool_iomadpolicy|status|Policy status
tool_iomadpolicy|statusformtitleaccept|Accepting policy
tool_iomadpolicy|statusformtitledecline|Declining policy
tool_iomadpolicy|statusformtitlerevoke|Withdrawing policy
tool_iomadpolicy|statusinfo|A policy with 'Active' status requires users to give their consent, either when they first log in, or in the case of existing users when they next log in.
tool_iomadpolicy|status0|Draft
tool_iomadpolicy|status1|Active
tool_iomadpolicy|status2|Inactive
tool_iomadpolicy|useracceptanceactionaccept|Accept
tool_iomadpolicy|useracceptanceactionacceptone|Accept {$a}
tool_iomadpolicy|useracceptanceactionacceptpending|Accept pending policies
tool_iomadpolicy|useracceptanceactiondecline|Recusar
tool_iomadpolicy|useracceptanceactiondeclineone|Decline {$a}
tool_iomadpolicy|useracceptanceactiondeclinepending|Decline pending policies
tool_iomadpolicy|useracceptanceactiondetails|Details
tool_iomadpolicy|useracceptanceactionrevoke|Withdraw
tool_iomadpolicy|useracceptanceactionrevokeall|Withdraw accepted policies
tool_iomadpolicy|useracceptanceactionrevokeone|Withdraw acceptance of {$a}
tool_iomadpolicy|useracceptancecount|{$a->agreedcount} of {$a->userscount} ({$a->percent}%)
tool_iomadpolicy|useracceptancecountna|N/A
tool_iomadpolicy|useracceptances|User agreements
tool_iomadpolicy|useriomadpolicysettings|Policies
tool_iomadpolicy|usersaccepted|Agreements
tool_iomadpolicy|viewarchived|View previous versions
tool_iomadpolicy|viewconsentpageforuser|Viewing this page on behalf of {$a}
tool_iomadsite|doit|Ok. Go ahead!
tool_iomadsite|makesite|Make IOMAD fake development site
tool_iomadsite|notdebugging|Developer debugging mode is required to run this tool
tool_iomadsite|pluginname|IOMAD development data generator
tool_iomadsite|privacy:metadata|The IOMAD site generator admin tool only shows data stored in other locations.
tool_iomadmerge|choose_users|Choose users to merge
tool_iomadmerge|clear_selection|Clear current user selection
tool_iomadmerge|cligathering:fromid|Source user id (fromid):
tool_iomadmerge|cligathering:stopping|To stop merging, Ctrl+C or type -1 either on fromid or toid fields.
tool_iomadmerge|cligathering:toid|Target user id   (toid):
tool_iomadmerge|dbko_no_transactions|<strong>Merge failed!</strong> <br/>Your database engine does not support transactions. Therefore, your database <strong>has been updated</strong>. Your database status may be inconsistent. <br/>But, take a look at the merging log and, please, inform about the error to plugin developers. You will get a solution in short time. After updating the plugin to its last version, which will include the solution to that problem, repeat the merging action to complete it with success.
tool_iomadmerge|dbko_transactions|<strong>Merge failed!</strong> <br/>Your database engine supports transactions. Therefore, the whole current transaction has been rolled back and <strong>no modification has been made to your database</strong>.
tool_iomadmerge|dbok|Merge successful
tool_iomadmerge|deleted|User with ID {$a} was deleted
tool_iomadmerge|error_return|Return to search form
tool_iomadmerge|errorsameuser|Trying to merge the same user
tool_iomadmerge|errortransactionsonly|Error: transactions are required, but your database type {$a} does not support them. If needed, you can allow merging users without transactions. Please, review plugin settings to set up them accordingly.
tool_iomadmerge|eventusermergedfailure|Merge failed
tool_iomadmerge|eventusermergedsuccess|Merging success
tool_iomadmerge|excluded_exceptions|Exclude exceptions
tool_iomadmerge|excluded_exceptions_desc|Experience on this subject suggests that all these database tables should be excluded from merging. See README for more details. <br> Therefore, for applying default plugin behaviour, you need to choose '{$a}' to exclude all those tables from the merging process (recommended).<br> If you prefer, you can exclude any of those tables and include them in the merging process (not recommended).
tool_iomadmerge|exportlogs|Export logs as CSV
tool_iomadmerge|finishtime|Finished merging at {$a}
tool_iomadmerge|form_description|<p>You may search for users here if you don't know the user's username/id number. Otherwise you may expand the form to enter that information directly.  Please see help on fields for more information</p>
tool_iomadmerge|form_header|Find users to merge
tool_iomadmerge|header|Merge two users into a single account
tool_iomadmerge|header_help|<p>Given a user to be deleted and a user to keep, this will merge the user data associated with the former user into the latter user. Note that both users must already exist and no accounts will actually be deleted. That process is left to the administrator to do manually.</p><p><strong>Only do this if you know what you are doing as it is not reversable!</strong></p>
tool_iomadmerge|into|into
tool_iomadmerge|invalid_option|Invalid form option
tool_iomadmerge|invaliduser|Invalid user
tool_iomadmerge|logid|For further reference, these results are recorded in the log id {$a}.
tool_iomadmerge|logko|Some error occurred:
tool_iomadmerge|loglist|All these records are merging actions done, showing if they went ok:
tool_iomadmerge|logok|Here are the queries that have been sent to the DB:
tool_iomadmerge|mergedbyuseridonlog|Merged by
tool_iomadmerge|iomadmerge|Merge user accounts
tool_iomadmerge|iomadmergeadvanced|<strong>Direct user input</strong>
tool_iomadmerge|iomadmergeadvanced_help|Here you can enter the below fields if you know exactly what users that you want to merge.<br /><br /> Click the "search" button in order to verify/confirm that the input entered are in fact users.
tool_iomadmerge|iomadmerge_confirm|After confirming the merge process will start. <br /><strong>This will not be reversible!</strong> Are you sure you want to continue?
tool_iomadmerge|iomadmerge:iomadmerge|Merge user accounts
tool_iomadmerge|iomadmerge:view|Merge User Accounts
tool_iomadmerge|merging|Merged
tool_iomadmerge|newuser|User to keep
tool_iomadmerge|newuserid|User ID to be kept
tool_iomadmerge|newuseridonlog|User kept
tool_iomadmerge|nologs|There is no merging logs yet. Good for you!
tool_iomadmerge|nomergedby|Not recorded
tool_iomadmerge|no_saveselection|You did not select either an old or new user.
tool_iomadmerge|olduser|User to remove
tool_iomadmerge|olduserid|User ID to be removed
tool_iomadmerge|olduseridonlog|User removed
tool_iomadmerge|pluginname|IOMAD Merge user accounts
tool_iomadmerge|privacy:metadata|The IOMAD Merge User Accounts plugin does not store any personal data.
tool_iomadmerge|qa_action_delete_fromid|Keep attempts from the new user
tool_iomadmerge|qa_action_delete_toid|Keep attempts from the old user
tool_iomadmerge|qa_action_remain|Do nothing: do not merge nor delete
tool_iomadmerge|qa_action_remain_log|User data from table <strong>{$a}</strong> are not updated.
tool_iomadmerge|qa_action_renumber|Merge attempts from both users and renumber
tool_iomadmerge|qa_chosen_action|Active option for quiz attempts: {$a}.
tool_iomadmerge|qa_grades|Grades recalculated for quizzes: {$a}.
tool_iomadmerge|quizattemptsaction|How to resolve quiz attempts
tool_iomadmerge|quizattemptsaction_desc|When merging quiz attempts there may exist three cases: <ol><li>Only the old user has quiz attempts. All attemps will appear as if they were made by the new user.</li><li>Only the new user has quiz attempts. All is correct and nothing is done.</li><li>Both users have attempts for the same quiz. <strong>You have to choose what to do in this case of conflict.</strong>. You are required to choose one of the following actions: <ul> <li><strong>{$a->renumber}</strong>. Attempts from the old user are merged with the ones of the new user and renumbered by the time they were started.</li><li><strong>{$a->delete_fromid}</strong>. Attempts from the old user are removed. Attempts from the new user are kept, since this option considers them as the most important.</li><li><strong>{$a->delete_toid}</strong>. Attempts from the new user are removed. Attempts from the old user are kept, since this option considers them as the most important.</li><li><strong>{$a->remain}</strong> (by default). Attempts are not merged nor deleted, remaining related to the user who made them. This is the most secure action, but merging users from user A to user B or B to A may produce different quiz grades.</li></ul> </li></ol>
tool_iomadmerge|results|Merging results and log
tool_iomadmerge|review_users|Confirm users to merge
tool_iomadmerge|saveselection_submit|Save selection
tool_iomadmerge|searchuser|Search for User
tool_iomadmerge|searchuser_help|Enter a username, first/last name, email address or user id to search for potential users. You may also specify if you only want to search through a particular field.
tool_iomadmerge|starttime|Started merging at {$a}
tool_iomadmerge|suspenduser_setting|Suspend old user
tool_iomadmerge|suspenduser_setting_desc|If enabled, it suspends the old user automatically upon a succesful merging process, preventing the user from logging in Moodle (recommended). If disabled, the old user remains active. In both cases, old user will not have his/her related data.
tool_iomadmerge|tableko|Table {$a} : update NOT OK!
tool_iomadmerge|tableok|Table {$a} : update OK
tool_iomadmerge|tableskipped|For logging or security reasons we are skipping <strong>{$a}</strong>. <br />To remove these entries, delete the old user once this script has run successfully.
tool_iomadmerge|timetaken|Merge took {$a} seconds
tool_iomadmerge|transactions_not_supported|For your information, your database <strong>does not supports transactions</strong>.
tool_iomadmerge|transactions_setting|Only transactions allowed
tool_iomadmerge|transactions_setting_desc|If enabled, merge users will not work at all on databases that do NOT support transactions (recommended). Enabling it is necessary to ensure that your database remains consistent in case of merging errors. <br />If disabled, you will always run merging actions. In case of errors, the merging log will show you what was the problem. Reporting it to the plugin supporters will give you a solution in short.<br />Above all, core Moodle tables and some third party plugins are already considered by this plugin. If you do not have any third party plugins in your Moodle installation, you can be quiet on running this plugin enabling or disabling this option.
tool_iomadmerge|transactions_supported|For your information, your database <strong>supports transactions</strong>.
tool_iomadmerge|uniquekeynewidtomaintain|Keep new user's data
tool_iomadmerge|uniquekeynewidtomaintain_desc|In case of conflict, like when the user.id related column is a unique key, this plugin will keep data from new user (by default). This also means that data from old user is deleted to keep the consistence. Otherwise, if you uncheck this option, data from old user will be kept.
tool_iomadmerge|usermergingheader|&laquo;{$a->username}&raquo; (user ID = {$a->id})
tool_iomadmerge|userreviewtable_legend|<b>Review users to merge</b>
tool_iomadmerge|userselecttable_legend|<b>Select users to merge</b>
tool_iomadmerge|viewlog|See merging logs
tool_iomadmerge|wronglogid|The log you are asking for does not exist.
local_iomad_track|pluginname|IOMAD completion tracking
local_iomad_track|privacy:metadata|The 'Local IOMAD completion tracking' plugin only shows data stored in other locations.
local_iomad_track|privacy:metadata:local_iomad_track:id|Local IOMAD track ID
local_iomad_track|privacy:metadata:local_iomad_track:courseid|Course ID
local_iomad_track|privacy:metadata:local_iomad_track:coursename|Course name.
local_iomad_track|privacy:metadata:local_iomad_track:userid|User ID
local_iomad_track|privacy:metadata:local_iomad_track:companyid|User company ID
local_iomad_track|privacy:metadata:local_iomad_track:timecompleted|Course time completed
local_iomad_track|privacy:metadata:local_iomad_track:timeenrolled|Course time enroled
local_iomad_track|privacy:metadata:local_iomad_track:timestarted|Course time started
local_iomad_track|privacy:metadata:local_iomad_track:finalscore|Course final score
local_iomad_track|privacy:metadata:local_iomad_track:licenseid|Licese ID
local_iomad_track|privacy:metadata:local_iomad_track:licensename|License name
local_iomad_track|privacy:metadata:local_iomad_track:licenseallocated|Unix timestamp of time license was allocated
local_iomad_track|privacy:metadata:local_iomad_track:modifiedtime|Record modified time
local_iomad_track|privacy:metadata:local_iomad_track|Local IOMAD track user information
local_iomad_track|privacy:metadata:local_iomad_track_certs:id|Local IOMAD track certificate record ID
local_iomad_track|privacy:metadata:local_iomad_track_certs:trackid|Certificate track ID
local_iomad_track|privacy:metadata:local_iomad_track_certs:filename|Certificate filename
local_iomad_track|privacy:metadata:local_iomad_track_certs|Local iomad track certificate info
local_iomad_track|fixtracklicensetask|Ad-hoc task to fix stored records license information
local_iomad_track|iomad_track:importfrommoodle|Import completion information from Moodle tables
local_iomad_track|importcompletionsfrommoodle|Import stored completion information from Moodle tables
local_iomad_track|importcompletionsfrommoodlefull|This will run an ad-hoc task to import all of the completion information from Moodle to the IOMAD reporting tables.
local_iomad_track|importcompletionsfrommoodlefullwitherrors|This will run an ad-hoc task to import SOME of the completion information from Moodle to the IOMAD reporting tables. Not all courses have completion enabled or criteria set up and their information will be missed out. If you want to know which courses these are, use the check link on the previous page.
local_iomad_track|importmoodlecompletioninformation|Ad-hoc task to import completion information from Moodle tables
local_iomad_track|fixcertificatetask|Change certificate context to user context
local_iomad_track|fixenrolleddatetask|Ad-hoc task to update the stored completion information to use the enrolment 'timecreated' timestamp where this is not already set.
local_iomad_track|fixcourseclearedtask|Ad-hoc task to update the 'coursecleared' field in the stored completion records
local_iomad_track|savecertificatetask|Adhoc task to store a certificate for a user on course completion
local_iomad_track|importcompletionrecords|Import completion records
local_iomad_track|uploadcompletionresult|Upload completion file result
local_iomad_track|completionimportfromfile|Completion import from file
local_iomad_track|importcompletionsfromfile|Import completion information from file
local_iomad_track|courseswithoutcompletionenabledcouunt|Number of courses which do not have completion enabled = {$a}
local_iomad_track|courseswithoutcompletioncriteriacouunt|Number of courses which have no completion criteria = {$a}
local_iomad_track|checkcoursestatusmoodle|Check course settings for import
local_iomadcustompage|access|Access
local_iomadcustompage|allsiteadmin|Site administrators
local_iomadcustompage|audience|Audience
local_iomadcustompage|audiencecreated|IOMAD Custom page audience created
local_iomadcustompage|audiencedeleted|IOMAD Custom page audience deleted
local_iomadcustompage|audienceupdated|IOMAD Custom page audience updated
local_iomadcustompage|audiencewarning|You need permissions to view or modify this audience
local_iomadcustompage|cachedef_user_allowed_pages|User allowed pages according to audience
local_iomadcustompage|categoryrole|Assigned category role
local_iomadcustompage|closeeditor|Close editor
local_iomadcustompage|content|Content
local_iomadcustompage|copyurl|Copy URL
local_iomadcustompage|createdby|Created by
local_iomadcustompage|iomadcustompage|Custom Page
local_iomadcustompage|iomadcustompage:edit|Edit custom pages
local_iomadcustompage|iomadcustompage:editall|Edit all custom pages
local_iomadcustompage|iomadcustompage:skipblockvalidation|Duplicate custom page blocks without validation
local_iomadcustompage|iomadcustompage:view|View custom pages
local_iomadcustompage|iomadcustompages|Custom Pages
local_iomadcustompage|deletepage|Delete page
local_iomadcustompage|deletepageconfirm|Are you sure you want to delete the page '{$a}'?
local_iomadcustompage|deletepagesuccess|Deleted page
local_iomadcustompage|detailssaved|Page details saved
local_iomadcustompage|duplicatepage|Duplicate page
local_iomadcustompage|duplicatepageconfirm|Are you sure you want to duplicate the page '{$a}'?
local_iomadcustompage|duplicatepagepostfix|{$a} (copy)
local_iomadcustompage|editingpage|Editing '{$a}'
local_iomadcustompage|editname|Edit name
local_iomadcustompage|editpage|Edit page
local_iomadcustompage|editpagealert|Turn edit mode on to add blocks to this page.
local_iomadcustompage|editpagecontent|Edit custom page
local_iomadcustompage|editpagedetails|Edit custom page details
local_iomadcustompage|editpagename|Edit page name
local_iomadcustompage|editpagetitle|Edit page title
local_iomadcustompage|editweight|Edit weight
local_iomadcustompage|entityiomadcustompages|Entity custom pages
local_iomadcustompage|errorpagecreate|You cannot create new pages
local_iomadcustompage|errorpageedit|You cannot edit this page
local_iomadcustompage|errorpagelist|You cannot view the list of pages
local_iomadcustompage|errorpagepreview|You cannot preview this page
local_iomadcustompage|errorpageview|You cannot view this page
local_iomadcustompage|hidefromnavigation|Hide from navigation
local_iomadcustompage|manageiomadcustompages|Manage custom pages
local_iomadcustompage|name|Name
local_iomadcustompage|name_help|The name will be used as the page heading and as the text in the primary navigation
local_iomadcustompage|newpage|New page
local_iomadcustompage|noaudiences|There are no audiences for this page
local_iomadcustompage|noblocks|No blocks in this page
local_iomadcustompage|nonauthenticatedusers|Non-authenticated users
local_iomadcustompage|nonauthenticatedusersdesc|Guest users and Non-authenticated users
local_iomadcustompage|page|Page
local_iomadcustompage|pagecreated|IOMAD Custom page created
local_iomadcustompage|pagedeleted|IOMAD Custom page deleted
local_iomadcustompage|pagetype|Page type
local_iomadcustompage|pageupdated|IOMAD Custom page updated
local_iomadcustompage|pageviewed|IOMAD Custom page viewed
local_iomadcustompage|pluginname|IOMAD Custom pages
local_iomadcustompage|previewingpage|Previewing '{$a}'
local_iomadcustompage|previewpage|Preview
local_iomadcustompage|privacy:metadata:audience|Page audience definitions
local_iomadcustompage|privacy:metadata:audience:classname|The class used by the audience
local_iomadcustompage|privacy:metadata:audience:configdata|Configuration data used by the audience
local_iomadcustompage|privacy:metadata:audience:heading|The custom heading used by the audience
local_iomadcustompage|privacy:metadata:audience:pageid|The ID of the page the audience belongs to
local_iomadcustompage|privacy:metadata:audience:timecreated|The time that the audience was created
local_iomadcustompage|privacy:metadata:audience:timemodified|The time that the audience was last modified
local_iomadcustompage|privacy:metadata:audience:usercreated|The ID of the user who created the audience
local_iomadcustompage|privacy:metadata:audience:usermodified|The ID of the user who last modified the audience
local_iomadcustompage|privacy:metadata:page|Page definitions
local_iomadcustompage|privacy:metadata:page:name|The name of the page
local_iomadcustompage|privacy:metadata:page:timecreated|The time that the page was created
local_iomadcustompage|privacy:metadata:page:timemodified|The time that the page was last modified
local_iomadcustompage|privacy:metadata:page:title|The title of the page
local_iomadcustompage|privacy:metadata:page:usercreated|The ID of the user who created the page
local_iomadcustompage|privacy:metadata:page:usermodified|The ID of the user who last modified the page
local_iomadcustompage|privacy:metadata:page:weight|The weight of the page
local_iomadcustompage|region-content|Region content
local_iomadcustompage|region-side-pre|Region right
local_iomadcustompage|showinnavigation|Show in navigation
local_iomadcustompage|title|Title in navigation
local_iomadcustompage|title_help|If specified, the text in the primary navigation can be changed here
local_iomadcustompage|unlisted|Unlisted
local_iomadcustompage|updatedby|Updated by
local_iomadcustompage|viewpage|View page
local_iomadcustompage|viewpagealert|You are editing a custom page. All changes will be visible for those users with permission to access this page.
local_iomadcustompage|visible|Show in primary navigation
local_iomadcustompage|visible_help|Show this page in primary navigation. If disabled, users with permission to access the page must do so via a URL.
local_iomadcustompage|weight|Weight
local_iomadcustompage|weight_help|Define the order this page will have in primary navigation. Lower numbers will be displayed first
local_iomadcustompage|weightfirst|{$a} (First)
local_iomadcustompage|weightlast|{$a} (Last)
local_iomad_settings|pluginname|IOMAD Settings
local_iomad_settings|privacy:metadata|The Local IOMAD settings plugin only shows data stored in other locations.
local_iomad_settings|customtext2|Custom Text 2
local_iomad_settings|customtext3|Custom Text 3
local_iomad_settings|dateformat|Date format
local_iomad_settings|emaildelay|Email delay
local_iomad_settings|emaildelay_help|Any IOMAD emails will have this value (in seconds) added to the send time by default. This allows for a default delay in sending, much like for forum posts, of any IOMAD email. Timings will still be impacted by the local_mail cron task, but this delay will be a minimum value.
local_iomad_settings|iomad_autoenrol_managers|Enrol managers as non-students
local_iomad_settings|iomad_autoenrol_managers_help|If this is unticked, then manager accounts will not be enroled as the company teacher roles on manual enrol courses.
local_iomad_settings|iomad_autoreallocate_licenses|Automatically re-allocate license
local_iomad_settings|iomad_autoreallocate_licenses_help|If this is ticked, then when a user's licensed course entry is deleted within the user report, the system will automatically try to re-allocate another from the company license pool.
local_iomad_settings|iomadcertificate_logo|Default logo for IOMAD Company certificate
local_iomad_settings|iomadcertificate_signature|Default signature for IOMAD Company certificate
local_iomad_settings|iomadcertificate_border|Default border for IOMAD Company certificate
local_iomad_settings|iomadcertificate_watermark|Default watermark for IOMAD Company certificate
local_iomad_settings|iomadcertificate_logodesc|This is the default logo image used for the IOMAD Company certificate type. You can override it in the company edit pages. The uploaded image should be 80 pixels high and have a transparent background.
